,budget,genres,keywords,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,vote_average,vote_count,cast,director,year,month,return_rate
2982,10000000,"['Horror', 'Thriller', 'Crime']","['ice', 'victim', 'pain', 'games', 'psychopath', 'blood', 'electric chair', 'doctor', 'torture', 'violence', 'police officer', 'fbi agent', 'female corpse']","Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.",29.244768,"['Lions Gate Films', 'Twisted Pictures']",['United States of America'],2007-10-25,139352633,93.0,['English'],You think it is over...but the games have just begun,5.9,903,"[""['Tobin Bell'"", "" 'Scott Patterson'""]",Darren Lynn Bousman,2007,10,1293.5263300000001
2983,10000000,"['Drama', 'Horror', 'Thriller']","['wheelchair', 'time', 'voice', 'inspector', 'supernatural', 'loss', 'remote control', 'lifting person in air', 'paranormal phenomena', 'death', 'waterfront', 'audio cassette', 'logbook', 'electronic voice phenomena', 'near miss', 'bedridden']","An architect's desire to speak with his wife from beyond the grave using EVP (Electronic Voice Phenomenon), becomes an obsession with supernatural repercussions.",14.447723000000002,"['Universal Pictures', 'Brightlight Pictures', 'Endgame Entertainment', 'The Movie Network (TMN)', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Province of British Columbia Film Incentive BC', 'Corus', 'Gold Circle Films', 'White Noise UK Ltd.']","['Canada', 'United Kingdom', 'United States of America']",2005-01-07,91196419,101.0,['English'],The line separating the living from the dead has been crossed.,5.6,261,"[""['Michael Keaton'"", "" 'Chandra West'""]",Geoffrey Sax,2005,01,811.9641899999999
2984,6000000,"['Drama', 'Comedy', 'Romance']","['spanking', 'based on play']","Based upon Tyler Perry's acclaimed stage production, Madea's Family Reunion continues the adventures of Southern matriarch Madea. She has just been court ordered to be in charge of Nikki, a rebellious runaway, her nieces, Lisa and Vanessa, are suffering relationship trouble, and through it all, she has to organize her family reunion.",5.882208,['Lions Gate Films'],['United States of America'],2006-02-24,57231524,110.0,"['English', 'Español']",,6.0,77,"[""['Tyler Perry'"", "" 'Blair Underwood'""]",Tyler Perry,2006,02,853.8587333333334
2985,13800000,['Drama'],"['bar', 'billard', 'talent', 'hustler', 'sport']","Former pool hustler ""Fast Eddie"" Felson decides he wants to return to the game by taking a pupil. He meets talented but green Vincent Lauria and proposes a partnership. As they tour pool halls, Eddie teaches Vincent the tricks of scamming, but he eventually grows frustrated with Vincent's showboat antics, leading to an argument and a falling-out. Eddie takes up playing again and soon crosses paths with Vincent as an opponent.",17.3393,"['Silver Screen Partners', 'Touchstone Pictures']",['United States of America'],1986-10-07,52293982,119.0,"['English', 'Español']",The Hustler isn't what he used to be. But he has the next best thing. A kid who is.,6.7,291,"[""['Paul Newman'"", "" 'Tom Cruise'""]",Martin Scorsese,1986,10,278.94189855072466
2986,10000000,"['Action', 'Drama', 'History', 'War']","['world war ii', 'normandy', 'allied', 'widerstand', 'steel helmet', 'soldier']","The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",19.524972,"['Twentieth Century Fox Film Corporation', 'Darryl F. Zanuck Productions']",['United States of America'],1962-09-25,50100000,178.0,"['English', 'Français', 'Deutsch']",This is the day that changed the world... When history held its breath.,7.2,234,"[""['Eddie Albert'"", "" 'Paul Anka'""]",Bernhard Wicki,1962,09,401.0
2987,10000000,"['Comedy', 'Family']","['sports team', 'sport', 'ice hockey', 'hockey game', 'winning', 'feel-good ending', 'the big game']","After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",8.932837,['Walt Disney'],['United States of America'],1992-10-01,50752337,101.0,['English'],They can't skate. They can't win. They can't be serious.,6.4,198,"[""['Emilio Estevez'"", "" 'Joss Ackland'""]",Stephen Herek,1992,10,407.52337
2988,10000000,"['Horror', 'Mystery', 'Thriller']","['male nudity', 'nurse', 'japanese', 'house', 'remake', 'curse', 'old woman', 'catatonia', 'ghost child', 'remake of japanese film']","American nurse, Karen Davis moves to Tokyo and encounters a vengeful supernatural spirit known as The Grudge that often possesses its victims. When a series of horrifying and mysterious deaths occur – with the spirit passing its curse onto each victim - Karen must find away to break the spell before she becomes the spirit's next victim.",35.695442,"['Ghost House Pictures', 'Vertigo Entertainment', 'Senator International', 'Colombia Pictures', 'Fellah Pictures']","['Japan', 'United States of America']",2004-10-22,183474602,92.0,"['English', '日本語']",It never forgives. It never forgets.,5.8,865,"[""['Sarah Michelle Gellar'"", "" 'Jason Behr'""]",Takashi Shimizu,2004,10,1734.74602
2989,12000000,['Comedy'],"['loss of mother', 'loss of father', 'golf', 'sport', 'taxes']","Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",26.598884,"['Universal Pictures', 'Brillstein-Grey Entertainment', 'Robert Simonds Productions']",['United States of America'],1996-02-16,41205099,92.0,['English'],He doesn't play golf... he destroys it.,6.5,755,"[""['Adam Sandler'"", "" 'Ben Stiller'""]",Dennis Dugan,1996,02,243.375825
2990,10000000,"['Horror', 'Thriller']","['mass murder', 'song', 'brother', 'sister', 'aftercreditsstinger']","A college-age brother and sister get more than they bargained for on their road trip home from spring break. When the bickering siblings witness a creepy truck driver tossing body bags into a sewer near an abandoned church, they investigate. Bad move! Opening a Pandora's Box of unspeakable evil, the pair must flee for their lives -- with a monstrous ""shape"" in hot pursuit.",23.316208,"['United Artists', 'American Zoetrope', 'Cinerenta Medienbeteiligungs KG', 'Cinerenta-Cinebeta', 'VCL Communications']","['Germany', 'United States of America']",2001-07-01,59217789,90.0,['English'],What’s eating you?,6.1,720,"[""['Gina Philips'"", "" 'Justin Long'""]",Victor Salva,2001,07,492.17788999999993
2991,10000000,"['Adventure', 'Comedy', 'Science Fiction']","['jealousy', 'journey in the past', 'sigmund freud', 'time travel', 'heavy metal', 'socrates', 'billy the kid', 'school presentation', 'rhinoceros', 'phone booth', 'world peace', 'past', 'history', 'metal', 'best friend', 'napoleon bonaparte']","In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.",25.929893,['Orion Pictures'],['United States of America'],1989-02-17,40485039,90.0,"['English', 'Français', 'Deutsch', 'ελληνικά']",History is about to be rewritten by two guys who can't spell.,6.7,454,"[""['Keanu Reeves'"", "" 'Alex Winter'""]",Stephen Herek,1989,02,304.85039
2992,10000000,"['Drama', 'Family', 'Music']","['pickpocket', 'musical', 'victorian england', 'orphan']","Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",8.305997999999999,"['Columbia Pictures Corporation', 'Warwick Film Productions', 'Romulus Films']",['United Kingdom'],1968-09-26,37402877,153.0,['English'],Much Much More Than a Musical!,7.0,103,"[""['Ron Moody'"", "" 'Shani Wallis'""]",Carol Reed,1968,09,274.02877
2993,10000000,"['Drama', 'Comedy']","['hotel', 'based on novel', 'india', 'ensemble cast', 'elderly', 'jaipur india', 'personal growth', 'outsourcing']","British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",21.258991,"['Participant Media', 'Imagenation Abu Dhabi FZ']","['United Arab Emirates', 'United Kingdom', 'United States of America']",2011-11-28,136836156,124.0,"['हिन्दी', 'English']",Share the journey. Share the laughter.,6.9,459,"[""['Bill Nighy'"", "" 'Maggie Smith'""]",John Madden,2011,11,1268.36156
2994,10000000,"['Science Fiction', 'Animation', 'Comedy', 'Family']","['holiday', 'elementary school', 'friends', 'based on tv series', 'summer', 'classmates', 'recess']","Recess: School's Out is a 2001 animated film based on the Disney television series Recess. This film was produced by Walt Disney Pictures and was released theatrically nationwide on February 16, 2001.It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him! In the end.",5.699058,"['Walt Disney Television Animation', 'Disney Toon Studio']",['United States of America'],2001-01-27,44460850,83.0,['English'],Saving The World One Playground At A Time,6.6,67,"['[""Rickey D\'Shon Collins""', "" 'Jason Davis'""]",Chuck Sheetz,2001,01,344.6085
2995,12305523,"['Action', 'Adventure', 'Science Fiction']","['arena', 'sandstorm', 'dystopia', 'oasis', 'sequel', 'post nuclear', 'ozploitation']","Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",36.582038,['Kennedy Miller Productions'],['Australia'],1985-06-29,36230219,107.0,['English'],Two men enter. One man leaves.,5.9,748,"[""['Mel Gibson'"", "" 'Tina Turner'""]",George Miller,1985,06,194.42242316722337
2996,10000000,"['Action', 'Adventure', 'Thriller']","['kidnapping', 'lone wolf', 'daughter', 'father', 'rescue mission']","John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",34.224204,"['Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Silver Pictures']",['United States of America'],1985-10-03,57500000,90.0,['English'],Somewhere... somehow... someone's going to pay.,6.4,742,"[""['Arnold Schwarzenegger'"", "" 'Rae Dawn Chong'""]",Mark L. Lester,1985,10,475.0
2997,10000000,"['Horror', 'Mystery', 'Thriller']","['suicide', 'england', 'fire', 'country house', 'shower', 'nanny', 'mask', 'boy', 'murder', 'mansion', 'violence', 'doll', 'burn victim', 'secret passageway', 'broken mirror', 'loss of a child']","A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.",38.179483000000005,"['Lakeshore Entertainment', 'Vertigo Entertainment', 'Diamond Films', 'Showtime Networks', 'STX Entertainment']","['United States of America', 'China', 'Canada']",2016-01-22,64188367,97.0,['English'],Every child needs to feel loved.,5.8,1102,"[""['Lauren Cohan'"", "" 'Rupert Evans'""]",William Brent Bell,2016,01,541.8836699999999
